source,target,corr_raw,corr_market_adj,same_sector
HPG,SSB,0.20253862121747968,-0.09508748110750626,0
HPG,SSI,0.6583773374433546,0.2682970741328722,0
HPG,STB,0.5435841345528667,0.007551357051312754,0
HPG,TCB,0.5510122111551251,-0.040474192418126796,0
HPG,TPB,0.5360936995511671,0.009566929547931733,0
HPG,VCB,0.46914680322366686,-0.015067158577914408,0
HPG,VHM,0.31282590023610213,-0.09488111660669245,0
HPG,VIB,0.5258589607322635,-0.0052275978250600555,0
HPG,VIC,0.26864310775733474,-0.10411448507656527,0
HPG,VJC,0.28851345385725635,-0.07115060025844362,0
HPG,VNM,0.4183208798705226,-0.003235719640245273,0
HPG,VPB,0.5178407678718655,-0.0051766149548603466,0
HPG,VRE,0.3491979384267147,-0.09175199086710531,0
LPB,MBB,0.6042105738137051,0.09433037804592347,1
LPB,MSN,0.4397732701436776,-0.01769087067859692,0
LPB,MWG,0.3888665731610358,-0.07353380829009268,0
LPB,NVL,0.130776081090888,-0.04858069089347013,0
LPB,PDR,0.1613296199419993,-0.11506084155168983,0
LPB,PLX,0.34573827792041006,-0.0817321300208504,0
LPB,POW,0.44205533055659435,-0.02721021573936878,0
LPB,SAB,0.29216377656576975,0.0031614219693018013,0
LPB,SHB,0.5503403109452834,0.16735748272586543,1
LPB,SSB,0.28539607367709297,0.047881424417122107,1
LPB,SSI,0.5411546136558577,0.06300120036909554,0
LPB,STB,0.5751386815249264,0.12103131323518249,1
LPB,TCB,0.5583231018129143,0.03215304578742801,1
LPB,TPB,0.5331510077652328,0.049385143450732846,1
LPB,VCB,0.4165330707145606,-0.07333547876366255,1
LPB,VHM,0.3110688571118123,-0.06854011988069353,0
LPB,VIB,0.5584831114211815,0.1069899439039185,1
LPB,VIC,0.29036250089165394,-0.044185270538970464,0
LPB,VJC,0.27913219535042627,-0.06079852283829693,0
LPB,VNM,0.34121254566537595,-0.1028675831321739,0
LPB,VPB,0.4812332246135945,-0.03375652474562252,1
LPB,VRE,0.36339988891846925,-0.035895924302011134,0
MBB,MSN,0.5007343024951643,-0.08491506920340057,0
MBB,MWG,0.5024147055383565,-0.026438903856152114,0
MBB,NVL,0.10382275243787918,-0.1646442643552082,0
MBB,PDR,0.22848524990913655,-0.10275682408789266,0
MBB,PLX,0.41091928163626024,-0.1273738266668679,0
MBB,POW,0.5160513736619032,-0.0692441698080287,0
MBB,SAB,0.31167993617080936,-0.06562215777856074,0
MBB,SHB,0.6013131225274335,0.1202175261110245,1
MBB,SSB,0.34630459712732137,0.08557357131039715,1
MBB,SSI,0.6040516917690306,-0.016088437129252862,0
MBB,STB,0.6416920824506761,0.06389424353520652,1
MBB,TCB,0.7406051520750009,0.25880547824176214,1
MBB,TPB,0.6666455679664329,0.1541413676279231,1
MBB,VCB,0.5238329401189945,-0.04556928885570723,1
